x;y
Guatemala;27.7
Quetzaltenango;6.8
Escuintla;6.7
Huehuetenango;6.1
San Marcos;4.9
Alta Verapaz;4.7
Suchitepéquez;4.0
Jutiapa;4.0
Retalhuleu;3.8
Quiché;3.5
Santa Rosa;3.5
Petén;3.2
Jalapa;2.7
Baja Verapaz;2.6
Chiquimula;2.4
Chimaltenango;2.4
Izabal;2.4
Sololá;2.2
Sacatepéquez;2.0
Zacapa;1.7
El Progreso;1.7
Totonicapán;0.9
