x;y
Guatemala;45.1
Escuintla;9.7
Quetzaltenango;5.9
Izabal;5.4
Suchitepéquez;4.7
Petén;4.7
Zacapa;3.2
Huehuetenango;2.7
Chiquimula;2.7
Quiché;2.3
Sololá;2.0
Sacatepéquez;1.6
Chimaltenango;1.6
Santa Rosa;1.6
El Progreso;1.4
San Marcos;1.4
Baja Verapaz;1.4
Jalapa;1.1
Totonicapán;0.9
Jutiapa;0.7
Retalhuelu;0.0
Alta Verapaz;0.0
