x;y
Enero;6.3
Febrero;7.7
Marzo;8.4
Abril;8.6
Mayo;6.5
Junio;7.9
Julio;10.7
Agosto;8.6
Septiembre;8.1
Octubre;8.6
Noviembre;7.4
Diciembre;11.2
