x;y
Guatemala;40
Escuintla;9.7
Chiquimula;4.4
Peten;4.3
Izabal;4.3
Santa rosa;4.1
Quetzaltenango;3.9
Jutiapa;3.5
Suchitepéquez;2.7
Zacapa;2.7
Chimaltenango;2.5
Alta Verapaz;2.5
San Marcos;2.3
Jalapa;2.2
Huehuetenango;1.9
Retalhuleu;1.8
Quiche;1.6
Sacatepéquez;1.5
El progreso;1.3
Sololá;0.9
Totonicapán;0.9
Baja Verapaz;0.9
