x;y
Guatemala;9.5
Suchitepéquez;8.6
Quetzaltenango;8.2
Alta Verapaz;8.2
Huehuetenango;6.9
San Marcos;5.7
Chimaltenango;5.6
Sololá;5.4
Santa Rosa;4.9
Jutiapa;4.4
Sacatepéquez;3.6
Quiché;3.2
Petén;2.9
Baja Verapaz;2.8
Izabal;2.7
Chiquimula;2.7
Escuintla;2.7
El Progreso;2.6
Retalhuelu;2.6
Jalapa;2.4
Zacapa;2.4
Totonicapán;2.0
