x;y
Enero;7.8
Febrero;7.2
Marzo;8.4
Abril;7.9
Mayo;8.0
Junio;7.3
Julio;9.3
Agosto;9.4
Septiembre;8.6
Octubre;8.9
Noviembre;8.1
Diciembre;8.9
