x;y
Guatemala;31.1
Quetzaltenango;8.0
Alta Verapaz;6.9
Suchitepéquez;6.5
Chimaltenango;4.5
Huehuetenango;4.3
Quiché;3.7
Sololá;3.4
San Marcos;3.3
Jutiapa;3.1
Izabal;2.8
Santa Rosa;2.7
Escuintla;2.5
Zacapa;2.5
Petén;2.3
Baja Verapaz;2.3
Retalhuelu;2.1
Jalapa;2.1
Totonicapán;1.9
Chiquimula;1.8
El Progreso;1.3
Sacatepéquez;1.0
