x;y
Enero;4.8
Febrero;13.2
Marzo;6.6
Abril;9.7
Mayo;5.7
Junio;4.8
Julio;13.7
Agosto;5.3
Septiembre;8.4
Octubre;8.4
Noviembre;8.4
Diciembre;11.0
