x;y
Guatemala;23.7
Alta Verapaz;7.0
Chiquimula;6.0
Chimaltenango;5.8
Santa Rosa;5.7
Jutiapa;5.6
Quetzaltenango;5.0
Huehuetenango;4.7
Izabal;4.3
Zacapa;3.7
Quiché;3.6
Baja Verapaz;3.5
Petén;3.3
Suchitepéquez;3.0
Sololá;2.9
Jalapa;2.9
San Marcos;2.7
Escuintla;2.3
El Progreso;1.5
Totonicapán;1.2
Sacatepéquez;0.8
Retalhuelu;0.8
