x;y
Retalhuleu;598.5
El Progreso;500.8
Santa Rosa;481.3
Escuintla;455.2
Baja Verapaz;450.9
Jutiapa;435.8
Guatemala;422.5
Quetzaltenango;407.9
Jalapa;404.5
Zacapa;373.7
Suchitepéquez;368.8
Chiquimula;311.2
Sacatepéquez;304.9
Izabal;274.4
Huehuetenango;251.0
Petén;232.7
Solola;231.5
San Marcos;226.5
Alta Verapaz;197.7
Chimaltenango;183.9
Quiché;171.8
Totonicapán;84.7
