x;y
Guatemala;21.5
Quetzaltenango;7.7
Alta Verapaz;6.7
Huehuetenango;6.3
Suchitepéquez;5.9
San Marcos;4.6
Chimaltenango;4.4
Sololá;4.3
Santa Rosa;4.2
Jutiapa;4.0
Quiché;3.6
Izabal;3.1
Chiquimula;3.1
Petén;2.9
Baja Verapaz;2.8
Zacapa;2.7
Jalapa;2.5
Escuintla;2.5
El Progreso;2.2
Retalhuelu;1.9
Totonicapán;1.6
Sacatepéquez;1.5
