x;y
Enero;6.1
Febrero;7.3
Marzo;6.1
Abril;7.9
Mayo;7.2
Junio;9.0
Julio;12.0
Agosto;10.4
Septiembre;8.8
Octubre;11.4
Noviembre;7.3
Diciembre;6.5
