x;y
Guatemala;30.9
Quetzaltenango;9.7
Sololá;7.8
Petén;6.1
San Marcos;5.3
Suchitepéquez;4.8
Jutiapa;4.7
Santa Rosa;4.6
Huehuetenango;3.7
Izabal;3.0
Jalapa;2.9
Quiché;2.9
Chiquimula;2.9
Alta Verapaz;2.3
Escuintla;2.1
El Progreso;1.7
Baja Verapaz;1.6
Retalhuelu;1.2
Chimaltenango;0.9
Zacapa;0.8
Totonicapán;0.2
