x;y
Enero;7.0
Febrero;7.6
Marzo;9.2
Abril;8.0
Mayo;8.1
Junio;8.0
Julio;8.7
Agosto;8.8
Ignorado;3
Septiembreholamundo;8.9
Octubre;8.5
Noviembre;8.4
Diciembre;9.0
