x;y
Guatemala;3.2
Jutiapa;2.9
Izabal;2.5
Chiquimula;2.3
Santa Rosa;2.2
Escuintla;2.2
Petén;1.5
Suchitepéquez;1.3
El Progreso;1.2
Alta Verapaz;1.2
Baja Verapaz;1.1
Jalapa;0.9
Zacapa;0.9
Huehuetenango;0.6
Quiché;0.5
Quetzaltenango;0.5
Chimaltenango;0.5
Retalhuleu;0.3
Sacatepéquez;0.3
San Marcos;0.3
Solola;0.2
Totonicapan;0.0
