x;y
Total República;36.2
Guatemala;96.2
Jalapa;46.1
Quetzaltenango;40.8
Suchitepéquez;37.1
Jutiapa;35.7
Sacatepéquez;35.2
El Progreso;34.2
Santa Rosa;26.4
Escuintla;25.8
Izabal;25.8
Zacapa;24.9
Chimaltenango;23.0
Totonicapan;16.2
San Marcos;15.7
Baja Verapaz;14.8
Petén;14.6
Alta Verapaz;14.5
Chiquimula;13.7
Retalhuleu;11.9
Solola;11.9
Huehuetenango;6.0
Quiché;3.7
