x;y
Guatemala;56.2
Quetzaltenango;6.0
Suchitepéquez;3.6
Escuintla;3.4
Alta Verapaz;3.1
San Marcos;3.0
Jutiapa;2.9
Jalapa;2.8
Chimaltenango;2.7
Sacatepéquez;2.1
Izabal;2.0
Petén;1.8
Santa Rosa;1.7
Totonicapán;1.5
Huehuetenango;1.3
Zacapa;1.0
El Progreso;1.0
Solola;1.0
Chiquimula;.9
Baja Verapaz;.8
Retalhuleu;.7
Quiché;.7
