x;y
Menor de 15;3.7
15-19;15.9
20-24;21.1
25-29;16.4
30-34;12.6
35-39;9.2
40-44;6.5
45-49;4.4
50-54;3.2
55-59;2.3
60 o más;3.1
Ignorado;1.6
