x;y
Guatemala;37.6
Escuintla;10.0
Chiquimula;4.7
Peten;4.4
Izabal;4.4
Santa rosa;4.3
Quetzaltenango;4.1
Jutiapa;3.9
Zacapa;2.9
Suchitepéquez;2.7
Alta Verapaz;2.6
Chimaltenango;2.5
San Marcos;2.4
Jalapa;2.3
Huehuetenango;1.9
Retalhuleu;1.9
Quiche;1.7
Sacatepéquez;1.5
El progreso;1.3
Sololá;1.0
Baja Verapaz;0.9
Totonicapán;0.9
