x;y
Total República;57.0
Guatemala;117.4
El Progreso;24.5
Sacatepéquez;90.0
Chimaltenango;48.7
Escuintla;125.9
Santa Rosa;51.1
Solola;6.0
Totonicapan;14.0
Quetzaltenango;71.3
Suchitepéquez;60.5
Retalhuleu;57.2
San Marcos;15.9
Huehuetenango;36.5
Quiché;16.3
Baja Verapaz;20.7
Alta Verapaz;22.1
Petén;25.3
Izabal;58.7
Zacapa;72.1
Chiquimula;60.3
Jalapa;3.9
Jutiapa;17.0
