x;y
Guatemala;45.8
Escuintla;7.0
Alta Verapaz;6.2
Jutiapa;5.7
Izabal;4.8
Petén;4.4
Chiquimula;4.0
Santa Rosa;3.5
Suchitepéquez;3.1
Huehuetenango;3.1
Quiché;2.2
Quetzaltenango;1.8
Chimaltenango;1.3
San Marcos;1.3
Baja Verapaz;1.3
Jalapa;1.3
El Progreso;0.9
Zacapa;0.9
Sacatepéquez;0.4
Solola;0.4
Retalhuleu;0.4
Totonicapan;0.0
