x;y
De las penas relativas a los delitos de violencia sexual, explotación y trata de personas;9.952606635
De la violencia sexual;86.25592417
De los delitos contra la indemnidad sexual de las personas;0.947867299
De los delitos de Explotación Sexual;2.843601896
