x;y
Total República;55.4
Guatemala;129.5
El Progreso;35.5
Sacatepéquez;75.5
Chimaltenango;30.5
Escuintla;190.3
Santa Rosa;47.7
Solola;12.9
Totonicapan;7.1
Quetzaltenango;38.6
Suchitepéquez;42.8
Retalhuleu;30.5
San Marcos;11.5
Huehuetenango;14.0
Quiché;7.8
Baja Verapaz;22.5
Alta Verapaz;17.0
Petén;32.6
Izabal;60.3
Zacapa;31.5
Chiquimula;39.2
Jalapa;19.6
Jutiapa;23.8
