x;y
Guatemala;48.8
Quetzaltenango;8.8
Escuintla;6.0
Sacatepéquez;3.5
Petén;3.3
Jutiapa;3.1
Santa Rosa;3.0
Izabal;2.5
Suchitepéquez;2.4
Chiquimula;2.0
Jalapa;1.9
Chimaltenango;1.8
Zacapa;1.7
Huehuetenango;1.6
El Progreso;1.5
Quiché;1.4
Totonicapán;1.3
San Marcos;1.3
Sololá;1.2
Retalhuelu;1.0
Baja Verapaz;1.0
Alta Verapaz;0.8
