x;y
Menor de 15;2.6
15-19;26.4
20-24;22.5
25-29;13.2
30-34;14.1
35-39;11.0
40-44;4.4
45-49;1.3
50-54;1.8
55-59;0.9
60 o más;0.9
Ignorado;0.9
