x;y
Menor de 15;1.8
15-19;25.9
20-24;26.4
25-29;17.8
30-34;12.4
35-39;7.2
40-44;3.7
45-49;2.1
50-54;1.0
55-59;0.8
60 o más;0.5
Ignorado;0.4
