x;y
Menor de 15;0.3
15-19;4.5
20-24;15.0
25-29;15.5
30-34;15.1
35-39;12.7
40-44;9.0
45-49;7.4
50-54;5.5
55-59;3.6
60 o más;4.7
Ignorado;6.7
