x;y
Guatemala;24.2
Alta Verapaz;10.2
Quetzaltenango;7.0
Huehuetenango;6.5
Suchitepéquez;5.8
Petén;5.6
San Marcos;5.3
Quiché;5.1
Sacatepéquez;3.5
Baja Verapaz;3.5
Chimaltenango;3.3
Escuintla;3.3
Izabal;3.3
Solola;2.3
Jutiapa;2.1
El Progreso;1.9
Retalhuleu;1.6
Zacapa;1.6
Chiquimula;1.6
Totonicapán;0.9
Santa Rosa;0.7
Jalapa;0.7
