x;y
Enero;8.6
Febrero;7.9
Marzo;8.7
Abril;8.6
Mayo;7.6
Junio;8.0
Julio;8.2
Agosto;7.9
Septiembre;9.0
Octubre;8.5
Noviembre;7.9
Diciembre;9.3
