x;y
Enero;8.5
Febrero;7.0
Marzo;7.8
Abril;8.7
Mayo;8.6
Junio;8.2
Julio;8.9
Agosto;9.5
Septiembre;8.6
Octubre;7.9
Noviembre;7.9
Diciembre;8.3
