x;y
Menores de 15;7.0
15-19;10.4
20-24;14.7
25-29;12.8
30-34;11.5
35-39;10.2
40-44;7.1
45-49;5.7
50-54;4.4
55-59;3.6
60 o más;11.3
Ignorado;1.3
