x;y
Total República;5.4
Guatemala;7.6
El Progreso;9.2
Sacatepéquez;11.2
Chimaltenango;6.5
Escuintla;4.8
Santa Rosa;5.3
Solola;3.0
Totonicapan;2.8
Quetzaltenango;4.7
Suchitepéquez;14.2
Retalhuleu;4.1
San Marcos;3.2
Huehuetenango;2.7
Quiché;3.8
Baja Verapaz;4.9
Alta Verapaz;5.2
Petén;3.8
Izabal;6.0
Zacapa;6.1
Chiquimula;4.4
Jalapa;1.2
Jutiapa;3.1
