x;y
Total República;74.0
Guatemala;157.1
El Progreso;32.4
Sacatepéquez;102.1
Chimaltenango;56.3
Escuintla;264.5
Santa Rosa;56.1
Solola;3.4
Totonicapan;14.8
Quetzaltenango;70.7
Suchitepéquez;67.9
Retalhuleu;64.7
San Marcos;14.5
Huehuetenango;38.5
Quiché;16.1
Baja Verapaz;18.6
Alta Verapaz;21.8
Petén;38.3
Izabal;88.4
Zacapa;45.5
Chiquimula;58.0
Jalapa;3.9
Jutiapa;18.3
