x;y
Promoción o estimulación a la drogadicción;38.5
Posesión para el consumo;32.4
Promoción y fomento;10.9
Comercio, tráfico y almacenamiento ilícito;9.3
Siembra y cultivo;2.3
Tránsito internacional;2.3
Encubrimiento personal;1.7
Facilitación de medios;1.3
Procuración de impunidad o evasión;0.6
Encubrimiento real;0.6
