x;y
Total República;34.0
Zacapa;84.3
Escuintla;84.2
Chiquimula;79.6
Izabal;73.0
Santa Rosa;61.3
Jutiapa;54.0
Guatemala;51.7
Petén;51.1
Jalapa;47.3
El Progreso;45.2
Suchitepéquez;27.9
Retalhuleu;26.7
Quetzaltenango;21.2
Sacatepéquez;15.2
Chimaltenango;14.8
San Marcos;14.3
Alta Verapaz;10.6
Huehuetenango;10.0
Baja Verapaz;9.8
Quiché;5.5
Solola;5.2
Totonicapan;3.8
