x;y
Violencia contra la mujer;15.1
Amenazas;14.3
Robo;5.0
Hurto;4.8
Lesiones leves;4.5
Robo agravado;3.5
Hurto agravado;2.9
Maltrato contra menores de edad;2.8
Lesiones culposas;2.5
Extorsión;1.7
Violación;1.7
Lesiones leves y amenazas;1.4
Homicidio;1.3
Otros;38.7
