x;y
Total República;36.2
Guatemala;96.2
El Progreso;34.2
Sacatepéquez;35.2
Chimaltenango;23.0
Escuintla;25.8
Santa Rosa;26.4
Solola;11.9
Totonicapan;16.2
Quetzaltenango;40.8
Suchitepéquez;37.1
Retalhuleu;11.9
San Marcos;15.7
Huehuetenango;6.0
Quiché;3.7
Baja Verapaz;14.8
Alta Verapaz;14.5
Petén;14.6
Izabal;25.8
Zacapa;24.9
Chiquimula;13.7
Jalapa;46.1
Jutiapa;35.7
