x;y
Total República;25.0
Guatemala;56.5
El Progreso;24.5
Sacatepéquez;17.9
Chimaltenango;9.6
Escuintla;44.7
Santa Rosa;33.3
Solola;3.9
Totonicapan;1.0
Quetzaltenango;15.9
Suchitepéquez;17.9
Retalhuleu;15.4
San Marcos;6.9
Huehuetenango;5.8
Quiché;2.9
Baja Verapaz;9.5
Alta Verapaz;7.9
Petén;21.2
Izabal;33.8
Zacapa;42.4
Chiquimula;51.3
Jalapa;16.6
Jutiapa;36.6
