x;y
Menor de 15;5.6
15-19;29.7
20-24;24.5
25-29;16.1
30-34;10.8
35-39;6.1
40-44;2.7
45-49;2.0
50-54;0.8
55-59;0.6
60 o más;0.5
Ignorado;0.6
