x;y
Guatemala;32.6
Alta Verapaz;8.8
Suchitepéquez;6.2
Escuintla;5.7
San Marcos;5.0
Santa Rosa;4.3
Huehuetenango;3.9
Quetzaltenango;3.8
Retalhuleu;3.0
Chiquimula;2.8
Jutiapa;2.8
Sacatepéquez;2.7
Izabal;2.5
Quiché;2.4
Jalapa;2.4
Baja Verapaz;2.2
El Progreso;2.1
Petén;2.1
Zacapa;2.1
Chimaltenango;1.9
Solola;.8
Totonicapan;0.0
