x;y
Guatemala;29.7
Suchitepéquez;9.2
Alta Verapaz;7.3
Chimaltenango;5.0
Quetzaltenango;4.7
Quiché;4.7
Sacatepéquez;4.4
Escuintla;4.2
San Marcos;4.1
Huehuetenango;4.0
Petén;3.1
Izabal;3.1
Santa Rosa;2.3
Chiquimula;2.0
El Progreso;1.8
Solola;1.7
Totonicapán;1.7
Baja Verapaz;1.7
Zacapa;1.7
Jutiapa;1.7
Retalhuleu;1.6
Jalapa;0.5
