x;y
Guatemala;50.2
Quetzaltenango;6.1
Chimaltenango;5.3
Escuintla;4.3
Huehuetenango;4.3
Suchitepéquez;4.1
Jalapa;3.3
Santa Rosa;3.0
Petén;2.7
Sacatepéquez;2.6
Alta Verapaz;2.6
Retalhuleu;2.0
Quiché;1.7
Baja Verapaz;1.7
Chiquimula;1.5
San Marcos;1.4
Jutiapa;1.2
Solola;0.6
El Progreso;0.5
Totonicapán;0.5
Zacapa;0.3
Izabal;0.2
