x;y
Guatemala;41.6
Escuintla;9.5
Quetzaltenango;4.9
Huehuetenango;3.4
Suchitepéquez;3.4
Alta Verapaz;3.4
Izabal;3.4
Chiquimula;3.3
Petén;3.3
Chimaltenango;2.8
Santa Rosa;2.8
San Marcos;2.7
Jutiapa;2.5
Sacatepéquez;2.4
Zacapa;2.1
Quiché;1.6
Retalhuleu;1.5
Jalapa;1.4
El Progreso;1.0
Baja Verapaz;1.0
Sololá;0.9
Totonicapán;0.9
