x;y
Enero;8.1
Febrero;7.4
Marzo;8.2
Abril;8.9
Mayo;8.1
Junio;8.2
Julio;9.0
Agosto;9.0
Septiembre;8.7
Octubre;8.1
Noviembre;8.1
Diciembre;8.2
