x;y
Enero;5.0
Febrero;7.7
Marzo;9.1
Abril;9.1
Mayo;8.0
Junio;8.8
Julio;8.4
Agosto;9.0
Septiembre;8.0
Octubre;8.2
Noviembre;8.4
Diciembre;10.1
