x;y
Total República;38.9
Guatemala;80.9
El Progreso;45.2
Sacatepéquez;29.4
Chimaltenango;20.2
Escuintla;61.4
Santa Rosa;57.7
Solola;8.8
Totonicapan;2.6
Quetzaltenango;21.7
Suchitepéquez;30.3
Retalhuleu;28.3
San Marcos;13.7
Huehuetenango;11.5
Quiché;6.1
Baja Verapaz;20.0
Alta Verapaz;16.4
Petén;31.0
Izabal;51.3
Zacapa;83.0
Chiquimula;101.0
Jalapa;26.7
Jutiapa;49.2
